Alt,u,v,temp,bv2
18005,0.00758739244666939,-0.114604967500151,4.97272727272866,NaN
18013,0.0336890814831392,-0.0366438281077199,7.45909090909117,NaN
18022,-0.108353439687111,0.008528919698362,9.94545454545732,NaN
18029,-0.109951715750093,0.00520826501389315,12.4318181818198,NaN
18037,-0.111664907363692,0.00194541221272981,-12.4318181818198,NaN
18045,-0.0619871197768171,0.0844610666486121,-9.94545454545369,NaN
18052,0.0641544044084785,-0.000232994870491332,-7.45909090909117,NaN
18060,0.00963147895780025,-0.0840435620925915,-4.97272727272502,NaN
18068,-0.0138444238877451,-0.0676055579538595,-2.48636363636251,NaN
18075,-0.0367323477763399,-0.0503582702091627,3.63797880709171e-12,NaN
18083,-0.0680459428265454,-0.0221031151702595,3.63797880709171e-12,NaN
18091,-0.0936722074732383,0.0150200863052055,-2.48636363636251,NaN
18098,-0.115107203957369,0.056447533925577,-4.97272727272502,NaN
18106,-0.0432695806534493,-0.00516981374566949,-7.45909090908754,NaN
