Alt,u,v,temp,bv2
23708,-0.0377860406459902,-0.0190103643279103,9.94545454545732,NaN
23717,-0.00958435041701122,-0.0506121579812016,14.9181818181823,NaN
23726,-0.094895183379375,-0.0912571094301695,-7.45909090909299,NaN
23735,-0.101854889849594,-0.108899570654511,0,NaN
23745,-0.206558446205175,-0.148912986654937,7.45909090908935,NaN
23754,-0.170968302968928,0.077578077097622,14.9181818181805,NaN
23763,-0.0926553246112682,0.0550641231122735,-2.48636363636433,NaN
23773,-0.0235375879326511,0.0289896955004934,7.45909090908935,NaN
23782,0.0365913892108782,-0.00236606850024645,-9.94545454545187,NaN
23792,-0.0119523564931203,-0.0488424205503672,2.48636363636433,NaN
23801,0.0202035378308274,-0.0860566521051218,14.9181818181823,NaN
